Player Tag,ID,Level,Arena,Total Exp Points,Trophies,Max Trophies,Donations,Donations Received,Total Donations,Donation Ratio,Role,Clan Cards Collected,Total Games,Wins,Win Rate,Losses,Loss Rate
#R8CCL,Lucas,12,Arena 11,0,3547,3567,0,0,41376,13.65094028373474,,6755,3031,961,0.32,794,0.26
#8JP89Y09,thomas,7,Arena 4,0,1140,1205,0,0,41,0.05345501955671447,member,0,767,233,0.3,351,0.46
#2V880,deem dreams,5,Arena 3,0,823,846,0,0,162,2.4545454545454546,,0,66,39,0.59,24,0.36
#UP2CY0,MyNameIsMiles,35,Arena 16,90720,5582,5582,8,0,8287,2.510451378370191,member,7115,3301,1261,0.38,1102,0.33
#Y0YCCR,✌king_hamodi✌,10,Arena 11,0,3463,3583,0,0,19055,3.7071984435797667,,13705,5140,1751,0.34,1692,0.33
#QL8LPR0CQ,Joseph,4,Arena 2,0,346,370,0,0,6,0.15,,0,40,19,0.47,20,0.5
#9YRLP8Q0Y,José angel,2,Arena 1,0,0,0,0,0,0,0.0,,0,3,0,0.0,1,0.33
#PY0C92YYU,raul,6,Arena 4,0,1031,1367,0,0,33,0.4074074074074074,,0,81,55,0.68,25,0.31
#QJRP82ULR,anderson,7,Arena 7,0,2000,2049,0,0,42,0.4421052631578947,,0,95,71,0.75,23,0.24
#YQY8P9VPC,mateo,9,Arena 9,0,2874,2916,0,0,402,0.3273615635179153,,0,1228,601,0.49,626,0.51
#20YC0RV,ADAM KING,7,Arena 6,0,1590,1809,0,0,433,1.4433333333333334,leader,0,300,148,0.49,134,0.45
#PVC8Y8RR9,Blake,4,Arena 2,0,411,368,0,0,6,0.125,,0,48,21,0.44,26,0.54
#RYR29JRP0,varun,6,Arena 5,0,1300,1375,0,0,33,0.25384615384615383,,0,130,58,0.45,71,0.55
#LVVC0088P,loulou,8,Arena 12,0,3672,3738,0,0,102,0.33774834437086093,,0,302,164,0.54,137,0.45
#UPU9J,sWARty,58,Arena 21,1525209,8231,8407,26,0,211136,8.805404954541663,coLeader,356832,23978,11363,0.47,8235,0.34
#QUVUVLJRP,Francisco,8,Arena 11,0,3300,3320,0,0,99,0.3193548387096774,,0,310,159,0.51,150,0.48
#9PV9RL,mehr,7,Arena 3,0,893,1014,0,0,882,3.184115523465704,,0,277,119,0.43,149,0.54
#LLJ2PL8J8,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#UVLYC,#MASIP#,10,Arena 11,0,3381,3685,0,0,6766,2.297453310696095,,0,2945,1399,0.48,1276,0.43
#82U0V,aamitgupta,10,Arena 9,0,2730,3075,0,0,4148,1.6645264847512038,member,0,2492,1111,0.45,1154,0.46
#L9YQQ988,Jaime,34,Arena 15,78756,5438,5438,0,0,32393,6.789561936700902,member,10050,4771,1844,0.39,1629,0.34
#89LPCP8,Domenico,11,Arena 15,56591,5088,5270,0,0,12513,4.702367531003382,,0,2661,938,0.35,808,0.3
#9UV08UC2,shortmofo,25,Arena 8,18277,2388,2533,0,0,5479,4.344964314036479,leader,0,1261,601,0.48,582,0.46
#R92JCP,edwin,39,Arena 17,154800,6382,6440,0,0,31102,8.020113460546673,,6030,3878,1413,0.36,1184,0.31
#JR22VV2J2,ANA,8,Arena 9,0,2756,2850,0,0,111,0.31988472622478387,,0,347,171,0.49,175,0.5
#CQYY099C2,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#CVRLU0PPV,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#QPJVVPL0Y,alessia,6,Arena 5,0,1300,1323,0,0,33,0.2462686567164179,,0,134,58,0.43,75,0.56
#QP9CRYQ9C,mathias,3,Arena 1,0,163,203,0,0,3,0.08333333333333333,,0,36,9,0.25,26,0.72
#LC0VJ,Logan,11,Arena 12,0,3971,4041,0,0,19077,5.931902985074627,leader,1895,3216,1280,0.4,1164,0.36
#RC809,Abdulmonem s,43,Arena 17,236853,6289,6289,0,0,75328,7.594313942937796,member,48431,9919,4715,0.48,4095,0.41
#V9J2UL,7678,7,Arena 15,0,4131,4318,0,0,78,0.1471698113207547,,0,530,225,0.42,118,0.22
#YLVL89U89,luiz,10,Arena 11,0,3453,3503,0,0,306,0.39947780678851175,,0,766,473,0.62,292,0.38
#8UL9YPLYP,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#JP0QRP9PP,Marvin,7,Arena 8,0,2364,2424,0,0,57,0.36774193548387096,,0,155,95,0.61,59,0.38
#JJ2JRLRLY,alessia,7,Arena 7,0,2143,2204,0,0,60,0.35714285714285715,,0,168,97,0.58,70,0.42
#CQQLQ0L,PingPing,10,Arena 10,0,3130,3177,0,0,8393,5.177668106107341,,0,1621,751,0.46,648,0.4
#LVPPV,mikko,32,Arena 15,54187,5131,5297,0,0,5416,1.6382335148215366,member,11862,3306,1506,0.46,1485,0.45
#9LP099,Icarus,36,Arena 15,99072,5153,5246,0,0,19638,5.247995724211652,,7375,3742,1535,0.41,1384,0.37
#YPYU8JYP8,DLGL0123,3,Arena 1,0,170,170,0,0,0,0.0,,0,16,6,0.38,5,0.31
#CP99UCRY0,Jirair,2,Arena 1,27,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#UVYRC2L0,BEAUTY,33,Arena 12,68525,4020,4265,0,0,32967,6.193312042081533,,16667,5323,1723,0.32,1516,0.28
#PC80QQ,Ale03,37,Arena 16,122880,5682,5897,0,0,27397,2.9824733289788807,member,37203,9186,3754,0.41,3845,0.42
#L2CCQC8LV,luisa,10,Arena 12,0,3600,3698,0,0,243,0.38817891373801916,,0,626,377,0.6,248,0.4
#QJLP80CJ2,Emilio,8,Arena 11,0,3458,3587,0,0,114,0.28860759493670884,,0,395,184,0.47,210,0.53
#U028YV,djacustic,33,Arena 17,71158,6037,6116,0,0,8306,2.960085531004989,,34230,2806,1304,0.46,1030,0.37
#R92RR,K-Meister,50,Arena 20,420157,7613,7613,0,0,95804,5.986627507342373,,148484,16003,6895,0.43,4108,0.26
#P8YYLYPRY,Bab25,2,Arena 1,0,174,174,0,0,0,0.0,member,0,8,6,0.75,1,0.12
#P2CRR9U22,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#UPP9J28CU,MARCOS,6,Arena 4,0,1161,1222,0,0,48,0.2823529411764706,,0,170,83,0.49,86,0.51
#V9C8V2J08,,1,Training Camp,4,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#Y0YP80U,THE KING SLAYER,36,Arena 15,104250,5394,5427,0,0,11431,2.0188979159307667,member,0,5662,2604,0.46,2788,0.49
#892QUYR9,Spuckkii,34,Arena 15,85203,5127,5255,0,0,18890,6.77303693079957,elder,13390,2789,1279,0.46,1227,0.44
#C2YLYJ,D-DuBs,8,Arena 5,5351,1300,1420,0,0,166,0.37303370786516854,leader,0,445,103,0.23,122,0.27
#LQ2UQC,Сергей,41,Arena 15,190041,5225,5451,0,0,72213,12.33566791937137,member,120891,5854,1824,0.31,1572,0.27
#C2UQQ,Drunk dude,58,Arena 23,1499939,9000,9000,40,0,170301,4.155608696713111,coLeader,255394,40981,18664,0.46,16495,0.4
#8QU22PR,hvT,10,Arena 11,0,3416,3416,0,0,10715,10.042174320524836,member,0,1067,459,0.43,341,0.32
#Q202028RJ,ricardo,9,Arena 9,0,2874,2952,0,0,144,0.3881401617250674,,0,371,224,0.6,146,0.39
#RPYQ0UCJC,Destroyer,8,Arena 10,0,3044,3138,0,0,111,0.31444759206798867,,0,353,174,0.49,178,0.5
#V0C0VY,Jordan23,27,Arena 11,26719,3768,3768,0,0,1093,0.6062118691070438,,0,1803,874,0.48,792,0.44
#CJJ8YCU,imigliore,10,Arena 9,0,2807,2859,0,0,12683,6.208027410670582,leader,0,2043,929,0.45,869,0.43
#JRC9YJPJL,star,9,Arena 10,0,3244,3393,0,0,258,0.3157894736842105,,0,817,396,0.48,420,0.51
#YQQQCPLJJ,Arman,9,Arena 9,0,2600,2690,0,0,495,0.29945553539019965,,0,1653,712,0.43,940,0.57
#CCQ0L2L9C,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#9U9Y2PYP8,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#2JRJ28LQ,PHANTOM BLADE,11,Arena 13,0,4312,4793,0,0,7758,1.7712328767123289,elder,20660,4380,1565,0.36,1937,0.44
#Q88Q2P,Mehdi love,6,Arena 4,0,1122,1218,0,0,91,0.177734375,leader,0,512,215,0.42,251,0.49
#PYLLJRCYV,franck,2,Arena 2,0,316,316,0,0,0,0.0,member,0,50,19,0.38,31,0.62
#9YYRR9V,DutchMasters,6,Arena 4,1743,1058,1120,0,0,0,0.0,leader,0,208,94,0.45,106,0.51
#CY8PJC,il pino,35,Arena 15,96092,5310,5440,0,0,27584,6.079788406435971,,22715,4537,2092,0.46,1896,0.42
#9P29U,ak,7,Arena 4,2182,1200,1296,0,0,980,2.641509433962264,leader,0,371,184,0.5,164,0.44
#RRP28C89Q,ingrid,8,Arena 9,0,2856,2917,0,0,102,0.3238095238095238,,0,315,159,0.5,155,0.49
#U9V2C9VVL,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#CVRCCJJYY,kunal,9,Arena 10,0,3045,3167,0,0,267,0.3698060941828255,,0,722,396,0.55,325,0.45
#UC28CQJYQ,Fox,6,Arena 5,0,1348,1415,0,0,45,0.24193548387096775,,0,186,77,0.41,108,0.58
#YR8JJCL2,Dead Boy!!!!,8,Arena 8,0,2352,2352,0,0,2077,1.5663650075414781,member,0,1326,624,0.47,579,0.44
#R98PYPPL8,jazmin,6,Arena 4,0,1066,1186,0,0,39,0.2671232876712329,,0,146,64,0.44,81,0.55
#C22RRLQ90,noah,7,Arena 7,0,2047,2111,0,0,81,0.28421052631578947,,0,285,131,0.46,153,0.54
#J98V9,Eu Adoro Comer!,10,Arena 10,0,3128,3128,0,0,14145,9.688356164383562,,3064,1460,548,0.38,473,0.32
#P92L2PYQV,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#2CQUV,axelaxelina,9,Arena 9,0,2685,2708,0,0,5301,4.334423548650858,member,0,1223,520,0.43,529,0.43
#Q9QUV88UL,Luca,9,Arena 9,0,2758,2881,0,0,192,0.29493087557603687,,0,651,294,0.45,356,0.55
#RU80LRJ,coola MH,35,Arena 17,92011,6005,6005,0,0,10203,3.2712407823020198,member,5020,3119,1237,0.4,1163,0.37
#CYUJUJQJ2,JSBSBEN,4,Arena 1,315,140,140,0,0,0,0.0,,0,13,5,0.38,4,0.31
#2CPR0J0RY,fimocreate24,7,Arena 6,0,1787,1898,0,0,212,0.5047619047619047,leader,0,420,165,0.39,196,0.47
#VQLC2,vlflex,11,Arena 13,55244,4218,5016,0,0,19095,5.570303383897317,,2665,3428,1070,0.31,864,0.25
#92RLJ0C08,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#YQUJJ2Q,Smokinondatooka,11,Arena 5,1061,1481,1596,0,0,94,0.35074626865671643,member,0,268,115,0.43,113,0.42
#9RYRR9J9U,KCRV2,4,Arena 4,0,1108,1108,0,0,4,0.038834951456310676,member,0,103,61,0.59,34,0.33
#LY2PJQ2R0,estiven,8,Arena 7,0,2040,2298,0,0,81,0.2967032967032967,,0,273,134,0.49,138,0.51
#QCU0C2,Pertor21,60,Arena 22,1863850,8957,8957,78,0,86427,4.114395886889461,elder,272252,21006,11114,0.53,5468,0.26
#C90Y802PQ,tony,9,Arena 10,0,3055,3173,0,0,219,0.37628865979381443,,0,582,346,0.59,235,0.4
#JRY0QLVJ,KIÑĞ SÅJID,8,Arena 6,5349,1771,1978,0,0,46,0.0989247311827957,,0,465,215,0.46,242,0.52
#R09LRV2Q0,guille,8,Arena 11,0,3400,3476,0,0,99,0.43043478260869567,,0,230,165,0.72,64,0.28
#99L2L,:),49,Arena 18,390447,6580,6639,0,0,34334,1.9539039380833143,,103699,17572,6091,0.35,6176,0.35
#URVRP29YP,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#RJLRLV,columbiya,11,Arena 15,0,4000,4173,0,0,34021,6.537471176018447,member,4640,5204,2309,0.44,2249,0.43
#Y0PY9CRVQ,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#C2VJ000UJ,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#J822UL,manu tr8n,40,Arena 17,166806,6261,6261,0,0,43848,9.626344676180022,member,2250,4555,1897,0.42,1511,0.33
#P82PPUC90,aurora,8,Arena 7,0,1965,4544,0,0,123,0.46946564885496184,,0,262,197,0.75,64,0.24
#QCRPLQ0U,MustfOk,10,Arena 10,0,3257,3257,0,0,12082,6.919816723940436,,130,1746,842,0.48,743,0.43
#9YU8Y,doudou,29,Arena 15,37309,5214,5276,0,0,8659,7.197838736492103,leader,275,1203,560,0.47,469,0.39
#QY9QYCQ0,jay,5,Arena 2,0,560,589,0,0,21,0.1826086956521739,,0,115,27,0.23,43,0.37
#RC0CJVQUL,Տᵃᴅʳᴀ,1,Arena 1,0,62,62,0,0,0,0.0,,0,2,2,1.0,0,0.0
#RV0PVLV2Y,cuh,8,Arena 12,4916,3899,3899,0,0,79,0.29044117647058826,member,0,272,186,0.68,61,0.22
#LLQY8YYLC,Alicia,8,Arena 12,0,3600,3601,0,0,93,0.32517482517482516,,0,286,141,0.49,144,0.5
#LP2CJRCV9,Frank rodr,2,Arena 1,0,0,0,0,0,0,0.0,,0,2,0,0.0,2,1.0
#YLRVQCP8L,matteo,9,Arena 10,0,3000,3026,0,0,399,0.3159144893111639,,0,1263,617,0.49,645,0.51
#UPJL0C8,DESSA,7,Arena 5,0,1601,1795,0,0,682,0.8985507246376812,,0,759,328,0.43,323,0.43
#LLV09V2J9,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#YQR0VU8QL,aidan,9,Arena 9,0,2658,2703,0,0,387,0.32575757575757575,,0,1188,584,0.49,603,0.51
#QCUU9LVV8,john,8,Arena 10,0,3173,3223,0,0,117,0.28536585365853656,,0,410,179,0.44,230,0.56
#88U88P9,John Perry #1,6,Arena 5,0,1376,1414,0,0,0,0.0,,0,314,139,0.44,149,0.47
#RUJPJ,Thomaskot,11,Arena 9,0,2818,3521,0,0,29774,9.121936274509803,,240,3264,1309,0.4,1233,0.38
#Q0V8RUCJV,toreto,6,Arena 4,0,1000,1140,0,0,24,0.2823529411764706,,0,85,49,0.58,35,0.41
#8RRVY8,Rennie_,30,Arena 14,44147,4684,5054,0,0,10815,3.6182669789227164,,10970,2989,1284,0.43,1240,0.41
#8LVUJVL0,santi,10,Arena 14,34774,4748,4826,0,0,8440,3.805229936880072,,7865,2218,770,0.35,673,0.3
#JCYQUQ,Kekko_04,28,Arena 13,30493,4408,4654,0,0,7300,4.620253164556962,leader,1490,1580,737,0.47,620,0.39
#9QJLRLV2,Penguin,33,Arena 15,72343,5192,5385,0,0,12865,6.0569679849340865,member,1920,2124,1035,0.49,817,0.38
#JV08R,Akilsef,11,Arena 14,49941,4820,5062,0,0,11193,3.6952789699570814,,11610,3029,1353,0.45,1300,0.43
#Q28VPU0VC,Camila,8,Arena 9,0,2667,2714,0,0,87,0.3522267206477733,,0,247,142,0.57,104,0.42
#9JUL0UU2V,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#P29U0Q2,Mk_alshehhi,46,Arena 18,322320,6627,6712,0,0,101117,5.770859490925694,member,53750,17522,3944,0.23,3448,0.2
#L0U2VY9,Peterque,37,Arena 17,115850,6113,6113,0,8,21118,6.6597287921791235,member,54995,3171,1424,0.45,852,0.27
#80CL9YC,LDxxvii,9,Arena 9,15815,2600,2888,0,0,2578,2.9907192575406034,,2975,862,384,0.45,377,0.44
#JL0JV9L,carlos,9,Arena 9,0,2682,2835,0,0,4131,1.6036490683229814,,0,2576,1177,0.46,1128,0.44
#V0VY8,MallyFrost,22,Arena 10,9413,3060,3243,0,0,816,1.263157894736842,,0,646,255,0.39,185,0.29
#J20Y8UP,manu,9,Arena 11,0,3469,3565,0,0,6230,4.087926509186352,,3120,1524,705,0.46,725,0.48
#CLUPYY9QY,wwg88110,1,Arena 1,4,30,30,0,0,0,0.0,,0,1,1,1.0,0,0.0
#C0Y8L9,Julien crnt,33,Arena 15,63913,5129,5320,0,0,13030,4.973282442748092,member,9697,2620,1069,0.41,968,0.37
#Q9U0V29P,žibintas,24,Arena 13,14268,4230,4544,0,0,136,0.24285714285714285,,0,560,326,0.58,193,0.34
#90PJCUP0R,Edukn,3,Arena 1,0,375,375,0,0,10,0.45454545454545453,member,0,22,14,0.64,6,0.27
#9PRPCL,Gorli,26,Arena 10,20827,3046,3046,0,0,10144,5.9011052937754505,,0,1719,699,0.41,603,0.35
#J2CJVY,Silverfront,6,Arena 4,0,1135,1151,0,0,188,1.0444444444444445,leader,0,180,95,0.53,72,0.4
#CRPVR82V,히든히,7,Arena 6,0,1999,2012,0,0,680,5.230769230769231,,0,130,90,0.69,29,0.22
#CP0LJY,Tres,31,Arena 15,48464,5200,5261,0,0,11311,3.0963591568573774,,0,3653,1698,0.46,1778,0.49
#PUUYPVP22,аи,7,Arena 6,0,1677,1677,0,0,38,0.0867579908675799,member,0,438,96,0.22,60,0.14
#RU0URYC8,yozenn,39,Arena 16,139062,5700,5920,0,0,18329,2.6387849121796716,member,0,6946,2578,0.37,2736,0.39
#C0U88PYRU,,1,Training Camp,12,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#PRR80YQJ9,Davaregeneator,3,Arena 1,0,148,148,0,0,10,1.25,member,0,8,5,0.62,1,0.12
#YYJV08LUY,didi,8,Arena 8,0,2328,2314,0,0,84,0.3181818181818182,,0,264,140,0.53,123,0.47
#R0RPCR,Ryan,36,Arena 16,110476,5571,5607,0,0,22488,3.096667584687414,coLeader,56740,7262,3359,0.46,2788,0.38
#Y9L9QYP,KASATKA,8,Arena 13,0,4211,4496,0,0,791,2.3196480938416424,,0,341,227,0.67,89,0.26
#UUPJU,michael,8,Arena 5,0,1480,1860,0,0,2105,2.1949947862356622,,0,959,423,0.44,438,0.46
#90UUV,The MAN,13,Arena 15,127141,5143,5331,0,0,50076,2.721817588868355,,119040,18398,4046,0.22,3765,0.2
#JRPUQR8CQ,zatu11_08,7,Arena 4,3192,1003,1032,0,0,32,0.17297297297297298,leader,0,185,70,0.38,102,0.55
#RVYYLLJUC,Alessio,8,Arena 11,0,3369,3429,0,0,90,0.410958904109589,,0,219,146,0.67,72,0.33
#8002RC,TCHETCHEN957,40,Arena 18,176364,6709,6744,0,0,25495,3.5687290033594623,,20421,7144,3369,0.47,2977,0.42
#YJJL898C0,Blake,9,Arena 9,0,2857,2928,0,0,444,0.3087621696801113,,0,1438,643,0.45,794,0.55
#L2UQYV8YJ,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#JCVU8Q,Hacker 2000,8,Arena 9,0,2836,2836,0,0,1086,1.7745098039215685,,110,612,298,0.49,293,0.48
#PL2UJVYC2,Bunny,4,Arena 2,0,453,453,0,0,32,0.8,member,0,40,20,0.5,17,0.42
#RY0UUY,francelino,8,Arena 7,6337,2000,2111,0,0,2032,2.071355759429154,leader,0,981,460,0.47,447,0.46
#LRP2QUPC8,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#LC9980C,Dave9,35,Arena 15,96525,5428,5484,0,0,26062,4.747176684881603,,25913,5490,2430,0.44,2444,0.45
#UPRURCJV,dexi 2,8,Arena 6,8044,1655,2085,0,0,2959,11.293893129770993,leader,0,262,144,0.55,110,0.42
#Y8QJQ9P,traca,30,Arena 13,44808,4358,4358,0,0,13887,2.25694783032667,,27536,6153,2136,0.35,2219,0.36
#9V00RL0CV,Gennaro,4,Arena 2,0,482,497,0,0,0,0.0,,0,93,26,0.28,29,0.31
#JRCLYJ,Jayy,6,Arena 3,0,657,695,0,0,255,3.1097560975609757,,0,82,34,0.41,44,0.54
#C8UJQQCJ8,Paola,7,Arena 6,0,1639,1703,0,0,60,0.2843601895734597,,0,211,102,0.48,108,0.51
#LUCQLQUC2,Giuseppe,8,Arena 11,0,3300,3306,0,0,102,0.3434343434343434,,0,297,159,0.54,137,0.46
#LVC9Y9CLY,Eli,7,Arena 8,0,2300,2499,0,0,51,0.3669064748201439,,0,139,90,0.65,48,0.35
#L8RYQ,AmaanSoccer,8,Arena 7,0,1986,2075,0,0,1740,1.849096705632306,leader,0,941,376,0.4,338,0.36
#U8CULU,oveys,40,Arena 16,170619,5604,6007,0,0,44206,4.299358101536666,,35863,10282,5031,0.49,4512,0.44
#PV8C9YL9,Hackerlp,40,Arena 17,175013,6060,6235,0,0,8230,1.1179027438196143,,9116,7362,2903,0.39,3504,0.48
#RQUCUPPLL,AMIR,8,Arena 9,0,2732,2762,0,0,99,0.34494773519163763,,0,287,164,0.57,122,0.43
#CCRCVQR20,douglas,5,Arena 3,0,672,703,0,0,24,0.2608695652173913,,0,92,46,0.5,45,0.49
#UUQPUU,Davide ,12,Arena 15,0,4015,4340,0,0,43944,5.1270563528176405,,0,8571,3709,0.43,3530,0.41
#V29P0R28Q,añoñi,1,Training Camp,8,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#JR28U,Alpha Glitch,26,Arena 9,19698,2844,2933,0,0,9265,7.38835725677831,member,0,1254,626,0.5,525,0.42
#Q08RRYQ90,pavel,8,Arena 10,0,3026,3038,0,0,102,0.281767955801105,,0,362,165,0.46,196,0.54
#YJRRRU899,gato,9,Arena 9,0,2770,2893,0,0,192,0.2909090909090909,,0,660,289,0.44,370,0.56
#9VVPU02P,༺༼ᖇEIᑎOᑌᗪ༽༻,35,Arena 15,88936,5170,5340,0,0,19374,5.36081903707803,,0,3614,1708,0.47,1502,0.42
#CPLY920PQ,mackdaddy,5,Arena 2,692,390,405,0,0,0,0.0,,0,54,23,0.43,28,0.52
#9P0L2JVCR,johnwilliam 11,7,Arena 5,0,1602,1767,0,0,570,1.5159574468085106,member,0,376,171,0.45,166,0.44
#C88URVCUP,Luan,9,Arena 9,0,2767,2828,0,0,228,0.3671497584541063,,0,621,334,0.54,286,0.46
#8CR9Y,Shamrock,42,Arena 15,219481,5217,5434,0,0,117984,6.0042748091603055,leader,13440,19650,2566,0.13,2349,0.12
#P0UCRU,michele,9,Arena 12,10143,4070,4209,0,0,3069,2.019078947368421,leader,320,1520,699,0.46,674,0.44
#CRCPLJQQC,matteo,7,Arena 6,0,1848,1905,0,0,99,0.3065015479876161,,0,323,151,0.47,171,0.53
#CUQU8RVLV,angga,9,Arena 9,0,2645,2705,0,0,252,0.38181818181818183,,0,660,387,0.59,272,0.41
#U8C9PJL8,daniel,12,Arena 15,0,4142,4617,0,0,83903,10.787220365132425,,21010,7778,1469,0.19,1239,0.16
#LYJPPJP,Stefanoc69,28,Arena 12,29136,4128,4554,0,0,9261,5.83921815889029,,7210,1586,634,0.4,496,0.31
#QRVLR0,ehsjdhrfh,5,Arena 4,0,1186,1222,0,0,72,0.46153846153846156,,0,156,61,0.39,52,0.33
#802Q9U,bedroom24,50,Arena 20,425459,7647,7838,0,0,84923,5.664932292708959,,156101,14991,5299,0.35,3498,0.23
#80J8VY929,Daniel,9,Arena 11,0,3589,3614,0,0,2955,1.404467680608365,,0,2104,810,0.38,684,0.33
#J8JP9YQ28,edson,8,Arena 8,0,2450,2541,0,0,102,0.35664335664335667,,0,286,165,0.58,120,0.42
#JR9U2,^_^Ice_Ned^_^,33,Arena 15,68733,5141,5283,0,0,29166,6.266867211001289,,1820,4654,1679,0.36,1427,0.31
#VVPCJ2,<c6> jikili <c>,8,Arena 6,0,1903,2101,0,0,1651,1.8761363636363637,,0,880,404,0.46,374,0.42
#CLRR8JPCJ,Denis,6,Arena 5,0,1460,1520,0,0,48,0.23645320197044334,,0,203,77,0.38,125,0.62
#LUC8C8,MR.VICTOR,8,Arena 5,0,1537,1537,0,0,1467,2.246554364471669,,0,653,167,0.26,132,0.2
#8UV9LYQQ,vero,10,Arena 12,0,3725,3965,0,0,9118,2.7521883489284638,,4040,3313,1489,0.45,1534,0.46
#R9PU0UC8Y,aidan,8,Arena 10,0,3140,3201,0,0,104,0.2865013774104683,,0,363,164,0.45,198,0.55
#RU2U0CYUY,Marco,6,Arena 4,0,1150,1210,0,0,33,0.264,,0,125,59,0.47,65,0.52
#J2PC2,king fisher,30,Arena 12,45552,4093,4300,0,0,9415,4.1677733510402835,member,22888,2259,704,0.31,677,0.3
#CQ2LPPR2V,LUIS,7,Arena 6,0,1660,1723,0,0,78,0.32231404958677684,,0,242,129,0.53,112,0.46
#Q929JY0QV,isabella,8,Arena 10,0,3000,3046,0,0,96,0.3287671232876712,,0,292,152,0.52,139,0.48
#R82RYJC8R,erik,8,Arena 9,0,2660,2720,0,0,108,0.27621483375959077,,0,391,164,0.42,226,0.58
#C89CRRU,Galacta Knight,13,Arena 13,186537,4345,4345,0,0,98096,13.928155615504757,,42920,7043,2413,0.34,1944,0.28
#82Q0RQ0,frown,6,Arena 6,0,1762,2114,0,0,106,0.2299349240780911,,0,461,236,0.51,206,0.45
#Y9YV0,Andy,36,Arena 12,107536,4132,5126,0,0,37446,5.294217446628022,member,15111,7073,2929,0.41,2703,0.38
#V9V2L,Youssof,41,Arena 15,199480,5442,5885,0,0,54379,8.898543609883816,,180475,6111,2486,0.41,2046,0.33
#QPY9PP8,Gunner,34,Arena 15,83366,5498,5498,0,0,14789,6.89785447761194,,11760,2144,1005,0.47,935,0.44
#CC8PP9,Mun¡s,55,Arena 23,780513,9000,9000,0,0,107805,3.515227598800052,,708415,30668,11807,0.38,8703,0.28
#JJPVJJQCY,الجوكر,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#U290QC0,Craigster69,32,Arena 17,59018,6209,6419,0,0,9070,2.4316353887399464,member,2280,3730,1606,0.43,1997,0.54
#PU2RV,LILZ,26,Arena 12,20029,4073,4293,0,0,3740,3.5283018867924527,,1049,1060,538,0.51,437,0.41
#RR0JQ92J9,Andrey,8,Arena 10,0,3141,3202,0,0,99,0.32247557003257327,,0,307,156,0.51,150,0.49
#CC9VV82LU,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#2Q80P2LRC,Maximilian,34,Arena 15,84244,5163,5287,0,0,16076,4.898232784887264,,5475,3282,983,0.3,746,0.23
#8L02808RR,Walwos,10,Arena 11,0,3626,3626,0,0,9551,4.345313921747043,,910,2198,666,0.3,433,0.2
#L0C8JVQ,bloodragonheart,36,Arena 15,103176,5303,5483,0,0,15556,4.408047605553981,elder,780,3529,1452,0.41,1586,0.45
#9R0LV,cristianpv90,36,Arena 16,99287,5962,5962,0,0,45125,4.497209487741678,,2850,10034,1844,0.18,1410,0.14
#9P92P0,NIA THE NINJA,6,Arena 3,0,999,1442,0,0,419,1.5404411764705883,,0,272,116,0.43,147,0.54
#9P2CL8UY8,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#JL2P82PR,IgorC,8,Arena 6,0,1949,2245,0,0,979,1.045940170940171,,425,936,403,0.43,409,0.44
#U08VC8V,FLINTE,45,Arena 19,291617,7126,7183,0,0,37559,4.6340530536705735,member,24605,8105,3704,0.46,3147,0.39
#YLJQVC,malezan,34,Arena 14,80241,4877,5117,0,0,27380,4.685147159479809,,9976,5844,2351,0.4,2086,0.36
#YQCC82PP2,Мисс,8,Arena 9,0,2919,2945,0,0,995,1.832412523020258,leader,120,543,260,0.48,261,0.48
